opportunity_id,sales_agent,manager,regional_office,product,series,sales_price,account,sector,year_established,account_revenue,employees,office_location,deal_stage,engage_date,close_date,sales_cycle_days,close_value,won_flag
5DOARVYO,"Lajuana Vencill","Dustin Brinkmann",Central,"MG Special",MG,55,"Genco Pura Olive Oil Company",retail,2007,894.33,1635,Italy,Lost,2017-08-30,2017-09-10,11,0,0
XVM3UK16,"Daniell Hammack","Rocco Neubert",East,"GTX Plus Pro",GTX,5482,Mathtouch,marketing,1984,3027.46,9516,Jordan,Lost,2017-08-31,2017-11-06,67,0,0
05HLE3JL,"Anna Snelling","Dustin Brinkmann",Central,"GTX Basic",GTX,550,Stanredtax,finance,1987,1698.2,3798,"United States",Won,2017-09-01,2017-12-03,93,514,1
IV5UVG0R,"Kami Bicknell","Summer Sewald",West,"GTX Plus Pro",GTX,5482,Sunnamplex,marketing,2008,894.37,1593,Poland,Won,2017-09-01,2017-09-17,16,5431,1
XKYHE3OH,"Rosie Papadopoulos","Cara Losch",East,"GTX Plus Basic",GTX,1096,"Umbrella Corporation",finance,1998,2022.14,5113,"United States",Won,2017-09-01,2017-11-16,76,975,1
EQPGDVWK,"Zane Levy","Summer Sewald",West,"GTX Basic",GTX,550,Labdrill,medical,1985,2741.37,9226,"United States",Won,2017-09-01,2017-12-03,93,614,1
74YNCNQM,"Gladys Colclough","Melvin Marxen",Central,"MG Special",MG,55,Domzoom,entertainment,1998,217.87,551,"United States",Won,2017-09-02,2017-12-04,93,58,1
IDGLZJRX,"Violet Mclelland","Cara Losch",East,"MG Special",MG,55,"Gekko & Co",retail,1990,2520.83,3502,"United States",Won,2017-09-03,2017-11-09,67,62,1
VYG4BHEE,"Zane Levy","Summer Sewald",West,"GTX Basic",GTX,550,Golddex,finance,2008,52.5,165,"United States",Lost,2017-09-03,2017-11-01,59,0,0
XMCRTC2K,"Vicki Laflamme","Celia Rouche",West,"GTX Plus Pro",GTX,5482,Green-Plus,services,2003,692.19,1922,"United States",Won,2017-09-05,2017-11-07,63,5532,1
6BQMENQR,"Donn Cantrell","Rocco Neubert",East,"GTX Pro",GTX,4821,Plussunin,retail,2003,1419.98,4018,"United States",Lost,2017-09-06,2017-11-03,58,0,0
EID3MR9L,"Marty Freudenburg","Melvin Marxen",Central,"GTX Plus Pro",GTX,5482,Funholding,finance,1991,2819.5,7227,"United States",Won,2017-09-06,2017-12-20,105,5788,1
SSEOGPPI,"Darcel Schlecht","Melvin Marxen",Central,"MG Advanced",MG,3393,Funholding,finance,1991,2819.5,7227,"United States",Won,2017-09-08,2017-09-10,2,3346,1
YR4EFQ4C,"Reed Clapper","Rocco Neubert",East,"GTX Pro",GTX,4821,"Bubba Gump",software,2002,987.39,2253,"United States",Won,2017-09-09,2017-12-03,85,4647,1
38ZR3URJ,"James Ascencio","Summer Sewald",West,"GTX Basic",GTX,550,Golddex,finance,2008,52.5,165,"United States",Won,2017-09-10,2017-11-25,76,552,1
ZPB5KNCD,"Maureen Marcano","Summer Sewald",West,"GTX Basic",GTX,550,Finjob,employment,1988,2059.9,3644,"United States",Lost,2017-09-11,2017-09-28,17,0,0
J9V49YC3,"Kary Hendrixson","Summer Sewald",West,"GTX Plus Pro",GTX,5482,Labdrill,medical,1985,2741.37,9226,"United States",Won,2017-09-13,2017-12-12,90,5158,1
0LTBCZHI,"Niesha Huffines","Melvin Marxen",Central,"MG Advanced",MG,3393,Treequote,telecommunications,1988,5266.09,8595,"United States",Won,2017-09-13,2017-11-30,78,3902,1
NJTWATVH,"Zane Levy","Summer Sewald",West,"GTX Basic",GTX,550,Labdrill,medical,1985,2741.37,9226,"United States",Won,2017-09-13,2017-09-21,8,518,1
0U0GUDIX,"Anna Snelling","Dustin Brinkmann",Central,"GTX Plus Pro",GTX,5482,Stanredtax,finance,1987,1698.2,3798,"United States",Won,2017-09-14,2017-09-18,4,5421,1
HHP6R0IX,"Zane Levy","Summer Sewald",West,"GTX Pro",GTX,4821,Finjob,employment,1988,2059.9,3644,"United States",Won,2017-09-14,2017-11-05,52,5170,1
T49Q4GWU,"Donn Cantrell","Rocco Neubert",East,"MG Advanced",MG,3393,Plussunin,retail,2003,1419.98,4018,"United States",Won,2017-09-16,2017-12-25,100,3091,1
I2DLJ6C3,"Rosie Papadopoulos","Cara Losch",East,"MG Special",MG,55,"Gekko & Co",retail,1990,2520.83,3502,"United States",Won,2017-09-16,2017-11-27,72,51,1
NFT2Z7MM,"Zane Levy","Summer Sewald",West,"GTX Plus Basic",GTX,1096,Dalttechnology,software,2013,98.79,96,"United States",Lost,2017-09-16,2017-11-18,63,0,0
9F407X6U,"Rosalina Dieter","Celia Rouche",West,"MG Special",MG,55,Konex,technolgy,1980,7708.38,13756,"United States",Won,2017-09-17,2017-12-02,76,49,1
DF6A63B7,"Reed Clapper","Rocco Neubert",East,"MG Advanced",MG,3393,Yearin,retail,2005,2261.05,3851,"United States",Lost,2017-09-18,2017-12-20,93,0,0
NK2CHYT1,"Cecily Lampkin","Dustin Brinkmann",Central,"GTX Plus Basic",GTX,1096,Ron-tech,medical,1992,3922.42,6837,"United States",Lost,2017-09-19,2017-11-08,50,0,0
8598PVIX,"Elease Gluck","Celia Rouche",West,"MG Special",MG,55,Groovestreet,retail,2003,223.8,299,"United States",Won,2017-09-19,2017-11-11,53,53,1
C3HN12Z8,"Maureen Marcano","Summer Sewald",West,"GTX Basic",GTX,550,Kan-code,software,1982,11698.03,34288,"United States",Lost,2017-09-21,2017-10-03,12,0,0
RVQTWBKE,"Cassey Cress","Rocco Neubert",East,"GTX Plus Pro",GTX,5482,Donware,marketing,1999,1197.44,2570,"United States",Lost,2017-09-22,2017-11-24,63,0,0
YPSXMDRH,"Daniell Hammack","Rocco Neubert",East,"GTX Pro",GTX,4821,"The New York Inquirer",medical,1996,439.21,792,"United States",Won,2017-09-22,2017-12-23,92,4976,1
4MFY8UXP,"Gladys Colclough","Melvin Marxen",Central,"MG Advanced",MG,3393,Ron-tech,medical,1992,3922.42,6837,"United States",Won,2017-09-22,2017-12-14,83,3772,1
9XF2B7RS,"Kami Bicknell","Summer Sewald",West,"GTX Basic",GTX,550,Fasehatice,retail,1990,4968.91,7523,"United States",Won,2017-09-22,2017-09-28,6,675,1
0TICPBMF,"Gladys Colclough","Melvin Marxen",Central,"GTX Plus Basic",GTX,1096,Conecom,technolgy,2005,1520.66,1806,"United States",Won,2017-09-23,2017-09-27,4,1047,1
CNLE5EJ2,"Daniell Hammack","Rocco Neubert",East,"GTX Plus Pro",GTX,5482,Konex,technolgy,1980,7708.38,13756,"United States",Won,2017-09-24,2017-10-05,11,5378,1
2UNDAQZ2,"Darcel Schlecht","Melvin Marxen",Central,"GTX Plus Basic",GTX,1096,Domzoom,entertainment,1998,217.87,551,"United States",Lost,2017-09-24,2017-10-04,10,0,0
JQVW0KJV,"Versie Hillebrand","Dustin Brinkmann",Central,"MG Special",MG,55,"Genco Pura Olive Oil Company",retail,2007,894.33,1635,Italy,Lost,2017-09-24,2017-11-09,46,0,0
H3AEZ2BZ,"Vicki Laflamme","Celia Rouche",West,"MG Special",MG,55,Plusstrip,entertainment,2002,349.81,315,"United States",Lost,2017-09-25,2017-10-05,10,0,0
LUXAXNBV,"Wilburn Farren","Cara Losch",East,"GTX Plus Pro",GTX,5482,Donquadtech,technolgy,1992,1712.68,3194,"United States",Won,2017-09-25,2017-12-09,75,5960,1
HOEKIDDI,"Donn Cantrell","Rocco Neubert",East,"GTX Pro",GTX,4821,Ganjaflex,retail,1995,5158.71,17479,Japan,Lost,2017-09-26,2017-11-13,48,0,0
76NU9866,"Rosie Papadopoulos","Cara Losch",East,"MG Special",MG,55,Condax,medical,2017,4.54,9,"United States",Won,2017-09-26,2017-12-02,67,57,1
Y2DLFFN6,"Gladys Colclough","Melvin Marxen",Central,"MG Advanced",MG,3393,Cancity,retail,2001,718.62,2448,"United States",Won,2017-09-27,2017-09-30,3,2800,1
K8Y7CK9T,"Marty Freudenburg","Melvin Marxen",Central,"GTX Plus Pro",GTX,5482,Treequote,telecommunications,1988,5266.09,8595,"United States",Won,2017-09-27,2017-10-05,8,5280,1
9UBU6UW4,"Versie Hillebrand","Dustin Brinkmann",Central,"MG Special",MG,55,"Genco Pura Olive Oil Company",retail,2007,894.33,1635,Italy,Won,2017-09-27,2017-09-29,2,59,1
ORBIW519,"Donn Cantrell","Rocco Neubert",East,"MG Advanced",MG,3393,Plussunin,retail,2003,1419.98,4018,"United States",Lost,2017-09-28,2017-12-19,82,0,0
E3CR358L,"Niesha Huffines","Melvin Marxen",Central,"GTX Plus Basic",GTX,1096,Treequote,telecommunications,1988,5266.09,8595,"United States",Won,2017-09-29,2017-12-21,83,1156,1
BTOD096J,"Reed Clapper","Rocco Neubert",East,"GTX Pro",GTX,4821,"Bubba Gump",software,2002,987.39,2253,"United States",Lost,2017-09-29,2017-10-06,7,0,0
IHOTG9ZQ,"Darcel Schlecht","Melvin Marxen",Central,"MG Advanced",MG,3393,Rundofase,technolgy,1983,1008.06,1238,"United States",Won,2017-09-30,2017-10-09,9,3006,1
PBGB323I,"Moses Frase","Dustin Brinkmann",Central,"GTX Basic",GTX,550,Cancity,retail,2001,718.62,2448,"United States",Won,2017-09-30,2017-10-07,7,549,1
JGZVNKMT,"Zane Levy","Summer Sewald",West,"GTX Plus Basic",GTX,1096,Y-corporation,employment,1983,2871.35,9561,"United States",Won,2017-09-30,2017-12-10,71,944,1
FQODPHUL,"Kary Hendrixson","Summer Sewald",West,"GTX Basic",GTX,550,Hatfan,services,1982,792.46,1299,"United States",Won,2017-10-02,2017-11-04,33,631,1
HBZEI375,"Gladys Colclough","Melvin Marxen",Central,"MG Advanced",MG,3393,Ron-tech,medical,1992,3922.42,6837,"United States",Lost,2017-10-03,2017-10-10,7,0,0
MZTB3C70,"Kary Hendrixson","Summer Sewald",West,"GTX Basic",GTX,550,J-Texon,retail,1989,1388.67,3583,"United States",Lost,2017-10-04,2017-11-17,44,0,0
TFZMFOH9,"Kami Bicknell","Summer Sewald",West,"GTX Pro",GTX,4821,Finjob,employment,1988,2059.9,3644,"United States",Won,2017-10-05,2017-11-24,50,4362,1
1IABHXOP,"Moses Frase","Dustin Brinkmann",Central,"GTX Basic",GTX,550,Gogozoom,telecommunications,2007,86.68,187,"United States",Won,2017-10-06,2017-10-14,8,552,1
2RE0MZGV,"Reed Clapper","Rocco Neubert",East,"MG Advanced",MG,3393,Zencorporation,technolgy,2011,40.79,142,China,Won,2017-10-06,2017-10-07,1,3203,1
UBWO7HIV,"Hayden Neloms","Celia Rouche",West,"MG Advanced",MG,3393,Green-Plus,services,2003,692.19,1922,"United States",Won,2017-10-07,2017-12-13,67,3293,1
FCEJCRKY,"Marty Freudenburg","Melvin Marxen",Central,"GTX Basic",GTX,550,Streethex,retail,1988,1376.8,1165,Belgium,Won,2017-10-07,2017-10-08,1,661,1
FTVBHHFC,"Marty Freudenburg","Melvin Marxen",Central,"GTX Plus Basic",GTX,1096,"Genco Pura Olive Oil Company",retail,2007,894.33,1635,Italy,Won,2017-10-07,2017-10-14,7,1240,1
CXE6ORIJ,"Marty Freudenburg","Melvin Marxen",Central,"MG Advanced",MG,3393,Isdom,medical,2002,3178.24,4540,"United States",Won,2017-10-07,2017-12-20,74,2763,1
ZK6HTTBB,"Markita Hansen","Celia Rouche",West,"MG Special",MG,55,Labdrill,medical,1985,2741.37,9226,"United States",Lost,2017-10-08,2017-10-14,6,0,0
7FGVY6GK,"Kami Bicknell","Summer Sewald",West,"GTX Basic",GTX,550,Konex,technolgy,1980,7708.38,13756,"United States",Won,2017-10-09,2017-10-10,1,565,1
6U30UYDT,"Marty Freudenburg","Melvin Marxen",Central,"GTX Plus Basic",GTX,1096,"Genco Pura Olive Oil Company",retail,2007,894.33,1635,Italy,Lost,2017-10-09,2017-11-30,52,0,0
OHD4TPKZ,"Anna Snelling","Dustin Brinkmann",Central,"GTX Plus Basic",GTX,1096,Gogozoom,telecommunications,2007,86.68,187,"United States",Won,2017-10-10,2017-10-11,1,1166,1
9G85W8XE,"Corliss Cosme","Cara Losch",East,"GTX Plus Basic",GTX,1096,Kan-code,software,1982,11698.03,34288,"United States",Lost,2017-10-10,2017-10-15,5,0,0
3F2EMUQ7,"Kary Hendrixson","Summer Sewald",West,"GTX Plus Basic",GTX,1096,Scotfind,software,1996,6354.87,16780,"United States",Lost,2017-10-10,2017-10-11,1,0,0
PR224V1P,"Marty Freudenburg","Melvin Marxen",Central,"GTX Basic",GTX,550,Scottech,marketing,2012,45.39,100,"United States",Lost,2017-10-10,2017-10-19,9,0,0
IVSOSC0E,"Zane Levy","Summer Sewald",West,"GTX Plus Basic",GTX,1096,Y-corporation,employment,1983,2871.35,9561,"United States",Won,2017-10-10,2017-10-15,5,1134,1
46JP2TQB,"Darcel Schlecht","Melvin Marxen",Central,"GTX Plus Basic",GTX,1096,"Globex Corporation",technolgy,2000,1223.72,2497,Norway,Lost,2017-10-11,2017-10-19,8,0,0
M1ZZYSTB,"Donn Cantrell","Rocco Neubert",East,"GTX Pro",GTX,4821,"Bubba Gump",software,2002,987.39,2253,"United States",Won,2017-10-11,2017-10-12,1,4763,1
76GEYK0T,"Cassey Cress","Rocco Neubert",East,"GTX Plus Basic",GTX,1096,Opentech,finance,1994,355.23,853,"United States",Won,2017-10-13,2017-10-23,10,888,1
5HDKACI4,"Donn Cantrell","Rocco Neubert",East,"GTX Basic",GTX,550,Initech,telecommunications,1994,6395.05,20275,"United States",Lost,2017-10-13,2017-10-15,2,0,0
LUFR7MJC,"Gladys Colclough","Melvin Marxen",Central,"GTX Pro",GTX,4821,Codehow,software,1998,2714.9,2641,"United States",Lost,2017-10-15,2017-10-19,4,0,0
4G61Z1HD,"Versie Hillebrand","Dustin Brinkmann",Central,"MG Special",MG,55,Inity,marketing,1986,2403.58,8801,"United States",Lost,2017-10-15,2017-10-25,10,0,0
CX3PZ8DP,"Donn Cantrell","Rocco Neubert",East,"GTX Basic",GTX,550,Initech,telecommunications,1994,6395.05,20275,"United States",Lost,2017-10-16,2017-10-26,10,0,0
SQE6KE7V,"Anna Snelling","Dustin Brinkmann",Central,"MG Special",MG,55,dambase,marketing,1995,2173.98,2928,"United States",Won,2017-10-17,2017-10-23,6,55,1
7U28UXIL,"Hayden Neloms","Celia Rouche",West,"MG Advanced",MG,3393,Green-Plus,services,2003,692.19,1922,"United States",Lost,2017-10-18,2017-10-19,1,0,0
7RFTN4WI,"Rosie Papadopoulos","Cara Losch",East,"GTX Plus Basic",GTX,1096,"Umbrella Corporation",finance,1998,2022.14,5113,"United States",Lost,2017-10-18,2017-10-25,7,0,0
SCN3BY47,"Versie Hillebrand","Dustin Brinkmann",Central,"MG Special",MG,55,Inity,marketing,1986,2403.58,8801,"United States",Won,2017-10-19,2017-10-27,8,53,1
MDBKYL2Q,"Gladys Colclough","Melvin Marxen",Central,"MG Special",MG,55,Stanredtax,finance,1987,1698.2,3798,"United States",Won,2017-10-20,2017-10-30,10,60,1
R1Z8J1JL,"Reed Clapper","Rocco Neubert",East,"GTX Plus Basic",GTX,1096,Konex,technolgy,1980,7708.38,13756,"United States",Won,2017-10-20,2017-12-21,62,903,1
6KGX67OZ,"Maureen Marcano","Summer Sewald",West,"GTX Basic",GTX,550,Green-Plus,services,2003,692.19,1922,"United States",Lost,2017-10-21,2017-10-30,9,0,0
528YB7Q0,"Rosie Papadopoulos","Cara Losch",East,"GTX Plus Basic",GTX,1096,"Umbrella Corporation",finance,1998,2022.14,5113,"United States",Lost,2017-10-22,2017-12-06,45,0,0
1SKNSG2B,"Marty Freudenburg","Melvin Marxen",Central,"GTX Plus Pro",GTX,5482,Treequote,telecommunications,1988,5266.09,8595,"United States",Won,2017-10-23,2017-10-30,7,5516,1
YSFFEUCQ,"Zane Levy","Summer Sewald",West,"GTX Plus Basic",GTX,1096,Groovestreet,retail,2003,223.8,299,"United States",Lost,2017-10-23,2017-10-28,5,0,0
KHQR5AKG,"Vicki Laflamme","Celia Rouche",West,"MG Advanced",MG,3393,Sunnamplex,marketing,2008,894.37,1593,Poland,Lost,2017-10-26,2017-11-04,9,0,0
RU3HH59R,"Violet Mclelland","Cara Losch",East,"GTX Basic",GTX,550,Zencorporation,technolgy,2011,40.79,142,China,Lost,2017-10-26,2017-10-28,2,0,0
7NJS374V,"Elease Gluck","Celia Rouche",West,"MG Special",MG,55,Groovestreet,retail,2003,223.8,299,"United States",Won,2017-10-27,2017-11-10,14,46,1
7FZMWZJT,"Marty Freudenburg","Melvin Marxen",Central,"MG Advanced",MG,3393,Isdom,medical,2002,3178.24,4540,"United States",Won,2017-10-27,2017-11-07,11,3561,1
FRNGLIYS,"Anna Snelling","Dustin Brinkmann",Central,"MG Special",MG,55,dambase,marketing,1995,2173.98,2928,"United States",Won,2017-10-28,2017-10-29,1,66,1
HMG6NWSR,"Gladys Colclough","Melvin Marxen",Central,"MG Advanced",MG,3393,Cancity,retail,2001,718.62,2448,"United States",Won,2017-10-29,2017-12-30,62,2931,1
VSMB0KJW,"Donn Cantrell","Rocco Neubert",East,"GTX Basic",GTX,550,"Bubba Gump",software,2002,987.39,2253,"United States",Won,2017-11-02,2017-11-28,26,532,1
X9MTGVJZ,"Kami Bicknell","Summer Sewald",West,"GTX Plus Pro",GTX,5482,Sunnamplex,marketing,2008,894.37,1593,Poland,Lost,2017-11-08,2017-11-26,18,0,0
8977L373,"Wilburn Farren","Cara Losch",East,"MG Advanced",MG,3393,Mathtouch,marketing,1984,3027.46,9516,Jordan,Won,2017-11-12,2017-11-19,7,4011,1
OHJX1K09,"Kami Bicknell","Summer Sewald",West,"GTX Basic",GTX,550,Konex,technolgy,1980,7708.38,13756,"United States",Lost,2017-11-13,2017-11-14,1,0,0
9YH8LS5H,"Cassey Cress","Rocco Neubert",East,"MG Advanced",MG,3393,Condax,medical,2017,4.54,9,"United States",Lost,2017-11-15,2017-12-15,30,0,0
BI36TLO5,"Reed Clapper","Rocco Neubert",East,"GTX Pro",GTX,4821,"Bubba Gump",software,2002,987.39,2253,"United States",Won,2017-11-17,2017-12-06,19,4154,1
820NH7ZA,"Kami Bicknell","Summer Sewald",West,"GTX Basic",GTX,550,Konex,technolgy,1980,7708.38,13756,"United States",Won,2017-11-18,2017-12-04,16,643,1
PIPYDN8Y,"Kary Hendrixson","Summer Sewald",West,"GTX Basic",GTX,550,Scotfind,software,1996,6354.87,16780,"United States",Lost,2017-11-18,2017-11-21,3,0,0
3GFZ7SN4,"Moses Frase","Dustin Brinkmann",Central,"MG Advanced",MG,3393,Streethex,retail,1988,1376.8,1165,Belgium,Won,2017-11-20,2017-11-23,3,3161,1
F28BOUE5,"Donn Cantrell","Rocco Neubert",East,"GTX Pro",GTX,4821,"Bubba Gump",software,2002,987.39,2253,"United States",Won,2017-11-21,2017-12-10,19,5466,1
U0XDMZK8,"Violet Mclelland","Cara Losch",East,"MG Special",MG,55,Kan-code,software,1982,11698.03,34288,"United States",Won,2017-11-22,2017-12-05,13,47,1
Z7GJE1K0,"Rosalina Dieter","Celia Rouche",West,"MG Special",MG,55,Dalttechnology,software,2013,98.79,96,"United States",Won,2017-11-23,2017-12-07,14,49,1
H0HDYIYJ,"Wilburn Farren","Cara Losch",East,"GTX Pro",GTX,4821,"Umbrella Corporation",finance,1998,2022.14,5113,"United States",Won,2017-11-25,2017-11-29,4,5077,1
GB1K3Y4Y,"Garret Kinder","Cara Losch",East,"GTX Basic",GTX,550,"The New York Inquirer",medical,1996,439.21,792,"United States",Won,2017-11-30,2017-12-15,15,579,1
KNN6C4O3,"Kami Bicknell","Summer Sewald",West,"GTX Pro",GTX,4821,Green-Plus,services,2003,692.19,1922,"United States",Won,2017-12-02,2017-12-15,13,4899,1
SZ09YDEF,"Zane Levy","Summer Sewald",West,"GTX Pro",GTX,4821,Finjob,employment,1988,2059.9,3644,"United States",Lost,2017-12-04,2017-12-20,16,0,0
823X29EZ,"Donn Cantrell","Rocco Neubert",East,"GTX Pro",GTX,4821,Plussunin,retail,2003,1419.98,4018,"United States",Lost,2017-12-08,2017-12-22,14,0,0
RYLBEZ4N,"Violet Mclelland","Cara Losch",East,"MG Special",MG,55,"Gekko & Co",retail,1990,2520.83,3502,"United States",Won,2017-12-08,2017-12-18,10,48,1
FXYOCA0G,"Markita Hansen","Celia Rouche",West,"MG Special",MG,55,J-Texon,retail,1989,1388.67,3583,"United States",Won,2017-12-17,2017-12-28,11,54,1
YZX90X8X,"Wilburn Farren","Cara Losch",East,"GTX Pro",GTX,4821,"Umbrella Corporation",finance,1998,2022.14,5113,"United States",Won,2017-12-19,2017-12-28,9,4315,1
AT3MMVIS,"Wilburn Farren","Cara Losch",East,"MG Advanced",MG,3393,"The New York Inquirer",medical,1996,439.21,792,"United States",Won,2016-11-12,2017-03-07,115,3045,1
CZVN09WN,"Darcel Schlecht","Melvin Marxen",Central,"GTX Plus Basic",GTX,1096,Konmatfix,marketing,1985,375.43,1190,"United States",Won,2016-11-14,2017-03-20,126,1170,1
ONYNTUCG,"Darcel Schlecht","Melvin Marxen",Central,"GTX Pro",GTX,4821,Funholding,finance,1991,2819.5,7227,"United States",Lost,2016-11-19,2017-03-17,118,0,0
NYVA2G6U,"Versie Hillebrand","Dustin Brinkmann",Central,"MG Special",MG,55,Dontechi,software,1982,4618,10083,"United States",Won,2016-11-24,2017-03-02,98,57,1
TZCAQWL3,"Darcel Schlecht","Melvin Marxen",Central,"GTX Pro",GTX,4821,Funholding,finance,1991,2819.5,7227,"United States",Lost,2016-12-03,2017-03-19,106,0,0
0TUS4NAC,"Jonathan Berthelot","Melvin Marxen",Central,"MG Special",MG,55,Rangreen,technolgy,1987,2938.67,8775,Panama,Won,2016-12-07,2017-03-11,94,51,1
3U25FK08,"Jonathan Berthelot","Melvin Marxen",Central,"GTX Basic",GTX,550,Isdom,medical,2002,3178.24,4540,"United States",Won,2016-12-13,2017-03-28,105,519,1
LF8JZ3Q5,"Kary Hendrixson","Summer Sewald",West,"GTX Plus Basic",GTX,1096,Hatfan,services,1982,792.46,1299,"United States",Won,2016-12-14,2017-03-13,89,1046,1
MRGBSMQ5,"Kary Hendrixson","Summer Sewald",West,"GTX Plus Basic",GTX,1096,Sunnamplex,marketing,2008,894.37,1593,Poland,Won,2016-12-14,2017-03-14,90,988,1
3KR50X38,"Corliss Cosme","Cara Losch",East,"GTX Plus Basic",GTX,1096,Konex,technolgy,1980,7708.38,13756,"United States",Won,2016-12-17,2017-03-13,86,1255,1
LXXW3TRW,"Elease Gluck","Celia Rouche",West,"GTX Plus Basic",GTX,1096,Scotfind,software,1996,6354.87,16780,"United States",Won,2016-12-19,2017-03-18,89,1164,1
ALW92XQL,"Gladys Colclough","Melvin Marxen",Central,"GTX Basic",GTX,550,Isdom,medical,2002,3178.24,4540,"United States",Lost,2016-12-20,2017-03-25,95,0,0
01QKN578,"Darcel Schlecht","Melvin Marxen",Central,"GTX Pro",GTX,4821,Funholding,finance,1991,2819.5,7227,"United States",Won,2016-12-23,2017-03-20,87,4247,1
EZLXL6GL,"Moses Frase","Dustin Brinkmann",Central,"MG Special",MG,55,Isdom,medical,2002,3178.24,4540,"United States",Won,2016-12-23,2017-03-07,74,58,1
8EZ04VQB,"Reed Clapper","Rocco Neubert",East,"GTX Plus Basic",GTX,1096,"Gekko & Co",retail,1990,2520.83,3502,"United States",Lost,2016-12-29,2017-03-28,89,0,0
F1X5ZJ7V,"Jonathan Berthelot","Melvin Marxen",Central,"GTX Basic",GTX,550,Dontechi,software,1982,4618,10083,"United States",Won,2017-01-02,2017-05-04,122,572,1
344I60EI,"Markita Hansen","Celia Rouche",West,"GTX Plus Basic",GTX,1096,Golddex,finance,2008,52.5,165,"United States",Won,2017-01-11,2017-03-16,64,1091,1
EJSFO67U,"Donn Cantrell","Rocco Neubert",East,"GTX Pro",GTX,4821,Zotware,software,1979,4478.47,13809,"United States",Won,2017-01-14,2017-03-29,74,4375,1
ZKSJ1DOK,"Elease Gluck","Celia Rouche",West,"GTX Basic",GTX,550,Kan-code,software,1982,11698.03,34288,"United States",Won,2017-01-22,2017-06-07,136,581,1
K8RQWTP4,"Jonathan Berthelot","Melvin Marxen",Central,"MG Special",MG,55,Codehow,software,1998,2714.9,2641,"United States",Lost,2017-01-22,2017-05-15,113,0,0
1ZCOKNNI,"Zane Levy","Summer Sewald",West,"GTX Pro",GTX,4821,Sonron,telecommunications,1999,1699.85,5108,"United States",Won,2017-01-25,2017-05-14,109,5743,1
2EOF1QCY,"James Ascencio","Summer Sewald",West,"GTX Plus Pro",GTX,5482,J-Texon,retail,1989,1388.67,3583,"United States",Won,2017-01-28,2017-05-20,112,5259,1
WVJBVA61,"Cecily Lampkin","Dustin Brinkmann",Central,"MG Advanced",MG,3393,Domzoom,entertainment,1998,217.87,551,"United States",Won,2017-01-29,2017-03-21,51,3496,1
VS2G74XQ,"Garret Kinder","Cara Losch",East,"MG Special",MG,55,Yearin,retail,2005,2261.05,3851,"United States",Won,2017-01-29,2017-03-09,39,57,1
N9VYMV3W,"Darcel Schlecht","Melvin Marxen",Central,"GTX Pro",GTX,4821,Funholding,finance,1991,2819.5,7227,"United States",Won,2017-01-30,2017-03-10,39,4774,1
HVODWXRO,"Daniell Hammack","Rocco Neubert",East,"MG Special",MG,55,Ganjaflex,retail,1995,5158.71,17479,Japan,Lost,2017-02-03,2017-05-01,87,0,0
6AWEAWCM,"Kary Hendrixson","Summer Sewald",West,"GTX Pro",GTX,4821,Konex,technolgy,1980,7708.38,13756,"United States",Lost,2017-02-03,2017-05-15,101,0,0
RTKUPEX7,"Zane Levy","Summer Sewald",West,"GTX Plus Basic",GTX,1096,J-Texon,retail,1989,1388.67,3583,"United States",Lost,2017-02-03,2017-06-10,127,0,0
L33YUX9V,"Moses Frase","Dustin Brinkmann",Central,"GTX Plus Basic",GTX,1096,Rangreen,technolgy,1987,2938.67,8775,Panama,Won,2017-02-06,2017-05-15,98,1068,1
5831YZMT,"Zane Levy","Summer Sewald",West,"GTX Basic",GTX,550,Finjob,employment,1988,2059.9,3644,"United States",Won,2017-02-06,2017-06-23,137,532,1
SRZMNS79,"Jonathan Berthelot","Melvin Marxen",Central,"GTX Plus Basic",GTX,1096,Streethex,retail,1988,1376.8,1165,Belgium,Won,2017-02-07,2017-05-19,101,1131,1
5P82H5AA,"Reed Clapper","Rocco Neubert",East,"MG Advanced",MG,3393,Zotware,software,1979,4478.47,13809,"United States",Won,2017-02-07,2017-03-23,44,3695,1
80F0J70G,"Niesha Huffines","Melvin Marxen",Central,"GTX Basic",GTX,550,Funholding,finance,1991,2819.5,7227,"United States",Lost,2017-02-09,2017-05-25,105,0,0
D6T5MM04,"Maureen Marcano","Summer Sewald",West,"GTX Plus Basic",GTX,1096,Xx-holding,finance,1993,7537.24,20293,"United States",Won,2017-02-11,2017-06-22,131,1035,1
GVFQXZLL,"Maureen Marcano","Summer Sewald",West,"GTX Pro",GTX,4821,Y-corporation,employment,1983,2871.35,9561,"United States",Won,2017-02-12,2017-05-24,101,4596,1
9ERRIZKG,"Kami Bicknell","Summer Sewald",West,"GTX Plus Basic",GTX,1096,Scotfind,software,1996,6354.87,16780,"United States",Lost,2017-02-13,2017-05-09,85,0,0
I3MC9XZC,"Violet Mclelland","Cara Losch",East,"GTX Basic",GTX,550,"Massive Dynamic",entertainment,1989,665.06,1095,"United States",Won,2017-02-13,2017-05-18,94,533,1
G4MKT3AE,"Rosie Papadopoulos","Cara Losch",East,"MG Special",MG,55,"The New York Inquirer",medical,1996,439.21,792,"United States",Lost,2017-02-14,2017-05-07,82,0,0
2U6QQHCC,"James Ascencio","Summer Sewald",West,"GTX Plus Pro",GTX,5482,J-Texon,retail,1989,1388.67,3583,"United States",Won,2017-02-17,2017-06-19,122,4066,1
